Name,Episodes,Released Year,Language,Rating,Ranking
Love Is Written in the Stars,24,2023,Chinese,7.6,4703
A Love So Beautiful,23,2017,Chinese,8.3,934
Perfect World,10,2019,Japanese,8.0,1958
You Are My Heartbeat,20,2022,Thai,7.9,2542
Your Honor,32,2018,Korean,8.0,1970
Gap Dong,20,2014,Korean,7.9,2640
Shijukara,12,2022,Japanese,7.5,5287
Love Mate,8,2023,Korean,7.5,5825
Girl Next Room: Motorbike Baby,6,2020,Thai,7.2,7375
"Soshite, Ikiru",6,2019,Japanese,7.6,5142
Love Story in Harvard,16,2004,Korean,7.3,7119
Hotel Trainees,24,2020,Chinese,7.8,3543
Youtuber Class,4,2020,Korean,7.6,4880
Behind Cut,8,2021,Korean,6.8,8692
Dream High Season 2,16,2012,Korean,6.9,8657
Single Princesses and Blind Dates,30,2010,Chinese,7.0,8260
Blood,20,2015,Korean,7.3,6776
Jinxed at First,16,2022,Korean,7.3,7063
"Yes, Her Majesty",20,2023,Chinese,7.8,3444
I Don't Want to Be Brothers With You,30,2022,Chinese,7.8,3233
The Queen's Classroom,16,2013,Korean,7.9,2463
Promise Cinderella,10,2021,Japanese,7.9,2802
Take 1,7,2022,Korean,8.0,2345
Lady & Liar,46,2015,Chinese,7.6,4518
Everyone Wants To Meet You,36,2020,Chinese,7.6,4648
Love in Time,24,2022,Chinese,8.2,1499
Under the Queen's Umbrella,16,2022,Korean,9.0,46
Tokusatsu Gagaga,7,2019,Japanese,8.2,1386
"Father, I’ll Take Care of You",50,2016,Korean,7.6,4829
Dear Uranus,3,2021,Taiwanese,7.2,7615
Lovers of the Red Sky,16,2021,Korean,8.2,1458
U-Prince: The Playful Comm-Arts,4,2017,Thai,7.5,5867
When a Man's in Love,20,2013,Korean,6.8,8800
Game Rai Game Rak,21,2011,Thai,7.7,3937
Are You Human Too?,36,2018,Korean,8.3,1123
Bangkok Breaking,6,2021,Thai,7.5,5723
Tokyo Love Story,11,1991,Japanese,7.5,5299
The King of Romance,17,2016,Taiwanese,7.4,6189
Long For You 2,24,2018,Chinese,7.5,5698
For Married Doctress,24,2020,Chinese,7.5,5649
The Witch's Diner,8,2021,Korean,8.1,1850
Kamisama no Ekohiiki,8,2022,Japanese,8.0,2298
Love Through a Millennium,24,2015,Chinese,7.6,4913
Nirvana in Fire,54,2015,Chinese,9.1,18
"To Love, To Heal",40,2018,Chinese,7.5,5263
Mouse,20,2021,Korean,8.8,119
One and Another Him,24,2018,Chinese,7.3,7029
Little Women,12,2022,Korean,8.5,436
Bump Off Lover,14,2006,Taiwanese,7.5,5626
The Sound of Magic,6,2022,Korean,8.3,1022
Doom at Your Service,16,2021,Korean,8.4,610
The Longest Day in Chang'an,48,2019,Chinese,8.5,477
If Voice Has Memory,32,2021,Chinese,7.7,4011
Cinderella Chef,56,2018,Chinese,7.5,5657
Xi Dian Yuan Yang,25,2013,Chinese,7.7,3654
Life: Senjou no Bokura,4,2020,Japanese,8.1,1747
Unique Lady Season 3,27,2020,Chinese,8.0,2215
Boy Hood,39,2017,Chinese,8.1,1531
JIN,11,2009,Japanese,8.3,919
Quartet,9,2011,Japanese,7.1,8004
Remember Me,14,2022,Thai,7.2,7474
I Need Romance Season 3,16,2014,Korean,7.8,3149
The Man of My Life,6,2020,Korean,7.3,6979
The Legend of the Condor Heroes,42,2003,Chinese,7.7,4028
Yandai Byway No.10,10,2016,Chinese,7.0,8170
My Strange Friend,12,2020,Chinese,7.1,7893
HIStory1: Stay Away From Me,4,2017,Taiwanese,6.9,8470
My Huckleberry Friends,30,2017,Chinese,8.1,1615
Who Stole My Kiss,24,2022,Chinese,7.3,7174
Knight of the Rose,23,2022,Chinese,7.7,3710
Tokyo Bandwagon,10,2013,Japanese,7.7,3691
My Fuxxxxx Romance,6,2020,Korean,7.0,8389
Woman of 9.9 Billion,32,2019,Korean,7.5,5251
Rinko-san wa Shite Mitai,8,2021,Japanese,7.9,2622
A Beautiful Mind,14,2016,Korean,8.2,1317
Country Boy,2,2021,Thai,7.2,7357
Psychopath Diary,16,2019,Korean,8.3,906
Suits,11,2018,Japanese,7.8,3537
Triage,13,2022,Thai,8.3,1018
My Sassy Girl,32,2017,Korean,7.7,4095
Childe Xie's Wine,20,2022,Chinese,7.4,6567
When I See Your Face,15,2023,Chinese,7.3,6656
Mom Has an Affair,122,2020,Korean,7.3,6868
Crash! Insignificant Roommates,8,2019,Korean,7.8,3390
Fallen Angel,9,2012,Japanese,7.4,6577
Glass Mask,11,1997,Japanese,7.7,3687
Good Morning Call: Our Campus Days,10,2017,Japanese,7.6,4886
Damo,14,2003,Korean,7.7,4319
Piece,13,2012,Japanese,7.6,4527
In a Class of Her Own,36,2020,Chinese,8.1,1558
Hikonin Sentai Akibaranger,13,2012,Japanese,7.8,3047
Meet Me @ 1006,26,2018,Taiwanese,8.2,1364
Chains of Heart,10,2023,Thai,6.8,8776
Jikou Keisatsu,9,2006,Japanese,7.5,5572
Being a Hero,32,2022,Chinese,8.0,2182
Unnatural,10,2018,Japanese,8.7,260
Over the Rainbow,16,2006,Korean,6.9,8540
Aozora no Tamago,9,2012,Japanese,7.7,4147
It's Okay to Be Sensitive,12,2018,Korean,8.1,1921
My Lovely Sam Soon,16,2005,Korean,7.9,2581
U-Prince: The Single Lawyer,4,2017,Thai,7.6,5055
Hospital Ship,40,2017,Korean,7.8,3111
Cute Bodyguard,24,2022,Chinese,7.8,3357
Kamen Rider Black,51,1987,Japanese,7.8,3097
Oh! My Sweet Liar!,29,2020,Chinese,8.1,1643
Affairs of a Drama Queen,26,2022,Chinese,7.4,6101
Fake Phoenixes,12,2017,Chinese,7.5,5463
49 Days,20,2011,Korean,8.3,1115
The Good Detective,16,2020,Korean,8.3,818
Sisyphus,12,2020,Chinese,7.5,5740
Ordinary Greatness,38,2022,Chinese,8.2,1239
Love in Sadness,40,2019,Korean,7.6,4922
To Get Her,30,2019,Chinese,7.8,3340
Our Secret,24,2021,Chinese,8.5,417
Dung Duang Haruetai,13,2020,Thai,7.6,4843
Magic Star,51,2017,Chinese,7.5,5690
Check Out the Event,4,2021,Korean,7.2,7452
Blind,16,2022,Korean,8.5,470
The Royal Gambler,24,2016,Korean,7.7,3674
Remembering Lichuan,38,2016,Chinese,7.8,3380
The Judgement,13,2018,Thai,7.6,4378
YYY,6,2020,Thai,7.0,8229
Put Your Head on My Shoulder,24,2019,Chinese,8.4,660
Knock Knock Loving You,13,2009,Taiwanese,6.9,8547
The Fallen Leaf,21,2019,Thai,7.8,3049
Akagi,10,2015,Japanese,7.6,4640
Binbo Danshi,9,2008,Japanese,6.9,8570
"Honey, Don't Run Away",12,2020,Chinese,7.3,6719
Triple Fling,8,2019,Korean,7.4,6274
Chef Hua,36,2020,Chinese,8.3,1141
Kakenai!?: Kyakuhonka Yoshimaru Keisuke no Sujigaki no Nai Seikatsu,8,2021,Japanese,7.8,3606
Mahou Sentai Magiranger,49,2005,Japanese,7.7,3661
Kindaichi Shonen no Jikenbo N,9,2014,Japanese,8.1,1683
Love Marriage,16,2008,Korean,7.0,8336
Don't Mess With Ex-Girlfriend,20,2022,Chinese,7.7,3989
Love Playlist Season 4,16,2019,Korean,8.3,1064
Replay: The Moment When It Starts Again,10,2021,Korean,7.4,6231
Nobunaga no Chef,9,2013,Japanese,7.3,6665
Wake Up Ladies,13,2018,Thai,7.9,2927
Birth Secret,18,2013,Korean,7.4,6336
Again My Life,16,2022,Korean,8.3,1053
Falling for Innocence,16,2015,Korean,8.1,1612
Local Hero,16,2016,Korean,7.2,7612
Hormones,13,2013,Thai,7.7,4259
Love Tractor,8,2023,Korean,7.9,2480
Doubtful Victory,40,2017,Korean,7.5,5845
The Cage of Love,34,2015,Chinese,7.3,7145
My Unfortunate Boyfriend,16,2015,Korean,7.0,8216
Misaeng: Incomplete Life,20,2014,Korean,8.7,276
"Hello, the Sharpshooter",40,2022,Chinese,7.8,3297
Koi ga Heta demo Ikitemasu,12,2017,Japanese,7.4,6592
Our Glamorous Time,50,2018,Chinese,7.9,2933
Beautiful Gong Shim,20,2016,Korean,7.8,3447
Hong Gil Dong,24,2008,Korean,7.7,3725
Stealer: The Treasure Keeper,12,2023,Korean,7.8,3618
My Dear Donovan,16,2022,Thai,7.4,6501
Cold Case: Shinjitsu no Tobira,10,2016,Japanese,8.3,895
The Fox's Summer,21,2017,Chinese,7.9,2738
Kill Heel,14,2022,Korean,7.3,6759
Mr. Fox and Miss Rose,30,2020,Chinese,7.9,2756
Hokuto,5,2017,Japanese,8.1,1760
All About Eve,20,2000,Korean,7.6,4901
Wild Romance,16,2012,Korean,7.4,6037
First Love,24,2022,Chinese,7.8,3155
Diamond Lover (Special Cut),24,2017,Chinese,7.2,7683
Hospital Playlist Season 2,12,2021,Korean,9.1,16
Cupid's Kitchen,40,2022,Chinese,7.6,4453
Definitely Not Today,8,2021,Chinese,8.2,1478
The Disguiser,48,2015,Chinese,8.2,1358
"I Hate You, I Love You",5,2016,Thai,7.6,4986
The Penthouse Season 3: War in Life,14,2021,Korean,8.1,1893
Lost in the Kunlun Mountains,36,2022,Chinese,7.6,4875
Out of the Dream,30,2021,Chinese,7.9,2679
Love Better Than Immortality,40,2019,Chinese,8.0,2089
Dinner Mate,32,2020,Korean,8.0,2323
Devil Inspector Season 2,18,2018,Korean,7.5,5869
Wu Xin: The Monster Killer,20,2015,Chinese,7.9,2376
2 Moons,12,2017,Thai,7.4,6607
"Your Highness, the Class Monitor",36,2019,Chinese,7.7,4351
Time to Fall in Love,24,2022,Chinese,7.8,3545
Mysterious Lotus Casebook,40,2023,Chinese,9.0,43
Thousand Years for You,36,2022,Chinese,7.8,3479
Bachelor's Vegetable Store,24,2011,Korean,6.9,8452
If in Love Like Them,4,2007,Korean,7.2,7295
I Am GHOST,24,2009,Japanese,7.4,5997
She Was Pretty,16,2015,Korean,8.0,1965
Dal Ja's Spring,22,2007,Korean,7.6,4464
Iryu Team Medical Dragon,11,2006,Japanese,8.1,1602
A Tale of Two Sisters,135,2013,Korean,6.8,8775
Trolley,16,2022,Korean,7.7,3908
Shinya Shokudo,10,2009,Japanese,8.3,1095
Myung Wol the Spy,18,2011,Korean,7.2,7628
Love and Redemption,59,2020,Chinese,8.7,193
More than Words,10,2022,Japanese,7.6,4376
The Cupids Series: Kammathep Sorn Kol,7,2017,Thai,7.9,2793
Still Loving You,125,2016,Korean,7.7,4143
Life After One Minute,4,2022,Korean,7.2,7764
Wild Bloom,36,2022,Chinese,7.9,2476
IN-SEOUL Season 2,12,2020,Korean,7.8,3269
Ghost Mama Sousasen,9,2012,Japanese,7.5,5265
My Fantastic Mrs Right Season 2,12,2020,Chinese,7.8,3121
Broker,42,2021,Chinese,7.4,6311
Minning Town,23,2021,Chinese,8.2,1480
The Masked Lover,19,2017,Taiwanese,7.7,3947
Risky Romance,32,2018,Korean,7.5,5374
Mr. Goodbye,16,2006,Korean,7.2,7723
In Love With Your Dimples,24,2021,Chinese,7.6,4845
Five Missions,15,2018,Taiwanese,7.6,4984
Doctor X Season 2,9,2013,Japanese,8.3,1139
Light the Night Season 2,8,2021,Taiwanese,8.1,1722
Nee Ruk Nai Krong Fai,18,2019,Thai,7.9,2492
The Centimeter of Love,46,2020,Chinese,8.0,2046
City of Streamer,40,2022,Chinese,8.0,2315
Lighter & Princess,36,2022,Chinese,8.7,249
JIN 2,11,2011,Japanese,8.4,777
Rebirth of Shopping Addict,44,2020,Chinese,7.7,4205
HIStory4: Close to You,20,2021,Taiwanese,7.6,4599
Bossy Husband Who Loved Me,24,2022,Chinese,7.6,4454
Triangle,26,2014,Korean,7.6,4621
The Blue Whisper: Part 2,20,2022,Chinese,8.5,563
Roy Lae Sanae Luang,18,2013,Thai,7.0,8171
Doctor John,32,2019,Korean,8.5,517
Wanted,16,2016,Korean,7.7,4277
Life Is Beautiful,63,2010,Korean,7.8,3077
The Red Sleeve,17,2021,Korean,8.8,131
Hero,16,2009,Korean,7.3,6913
Craving You,10,2020,Taiwanese,7.1,7850
Oh My Boss,14,2021,Thai,6.9,8536
Piang Chai Khon Nee Mai Chai Poo Wised,15,2016,Thai,7.9,2615
My Wonderful Roommate,8,2020,Korean,7.2,7551
Last Friends,11,2008,Japanese,7.9,2417
My Classmate from Far Far Away,24,2018,Chinese,7.7,4211
The Hymn of Death,6,2018,Korean,8.3,961
Prison Playbook,16,2017,Korean,9.0,52
Gloomy Salad Days,20,2010,Taiwanese,7.2,7286
Beginners!,10,2012,Japanese,7.4,6006
The Blue Whisper: Part 1,22,2022,Chinese,8.4,736
Uta no Onii-san,8,2009,Japanese,7.4,6458
Road Number One,20,2010,Korean,7.9,2860
The Cupids Series: Kamathep Online,9,2017,Thai,7.6,4676
Nobunaga no Chef Season 2,8,2014,Japanese,7.4,6277
"Thinking of You, Lu Xiang Bei",36,2016,Chinese,7.4,6218
Love Destiny,15,2018,Thai,8.6,350
Tarm Ruk Keun Jai,14,2015,Thai,7.7,3951
Kamen Rider Blade,49,2004,Japanese,7.9,2848
Burning Ice,12,2017,Chinese,7.9,2659
I Will Find You a Better Home,53,2020,Chinese,7.9,2803
Hana Nochi Hare: HanaDan Next Season,11,2018,Japanese,7.6,5095
Sungkyunkwan Scandal,20,2010,Korean,8.2,1366
Twenty Your Life On Season 2,40,2022,Chinese,7.9,2619
Love at Night,30,2021,Chinese,7.9,2909
Skip a Beat,20,2023,Chinese,7.3,6965
Signal,16,2016,Korean,8.9,75
My Dearest,10,2023,Korean,8.7,184
Sword of Legends Season 2,48,2018,Chinese,7.6,4559
Time Spiral,8,2014,Japanese,7.0,8346
Time and Him Are Just Right,25,2022,Chinese,8.5,537
Mr. Swimmer,46,2018,Chinese,7.4,5960
Missing: The Other Side Season 2,14,2022,Korean,8.8,152
Kamen Rider Black Sun,10,2022,Japanese,7.9,2986
Paint with Love,12,2021,Thai,7.3,6796
Natsuzora,156,2019,Japanese,8.1,1518
Because It's the First Time,8,2015,Korean,7.6,5116
People You May Know,10,2017,Korean,7.3,6985
Nueng Dao Fah Diew,17,2018,Thai,8.0,2045
Luoyang,39,2021,Chinese,8.2,1365
Iryu Team Medical Dragon 3,10,2010,Japanese,7.9,2477
Tokyo Vice,8,2022,Japanese,8.0,2189
"Poong, the Joseon Psychiatrist",12,2022,Korean,8.0,2361
Shinigami no Ballad,12,2007,Japanese,7.2,7540
The Promise of Chang’an,56,2020,Chinese,7.6,4413
Fak Fah Kiri Dao,16,2020,Thai,7.3,7043
I See Dead People,14,2021,Thai,7.6,4498
Take My Brother Away,30,2018,Chinese,7.9,2703
Influence,5,2021,Japanese,8.3,990
Ice Fantasy Destiny,16,2017,Chinese,7.1,7855
Junai Dissonance,11,2022,Japanese,7.2,7542
One More Happy Ending,16,2016,Korean,7.9,2973
Shinya Shokudo - Tokyo Stories,10,2016,Japanese,8.2,1411
Garasu no Ie,9,2013,Japanese,7.3,7187
Cain and Abel,10,2016,Japanese,7.4,6051
Real:Time:Love Season 4,8,2020,Korean,7.7,4188
High Class,16,2021,Korean,7.6,4489
Shadow Detective Season 2,8,2023,Korean,8.0,2287
Warm Time With You,31,2022,Chinese,7.3,6936
Raise de wa Chanto Shimasu Season 2,8,2021,Japanese,7.6,4836
Hey Pro My Mountain Girl,12,2019,Chinese,7.5,5526
Mon Rak Asoon,27,2016,Thai,7.2,7735
Make It Right 2,14,2017,Thai,7.3,6625
Between Friendship and Love Season 2,12,2017,Korean,7.4,6442
My Husband in Law,15,2020,Thai,7.8,3181
anone,10,2018,Japanese,8.0,2366
The Heavenly Sword and Dragon Sabre,40,2002,Taiwanese,7.8,3015
Suits,16,2018,Korean,8.1,1693
Kiss Scene in Yeonnamdong,12,2019,Korean,7.9,2528
"Let's Date, Professor Xie",24,2023,Chinese,7.3,6876
Lovers,20,2006,Korean,7.5,5608
Oops! The King Is in Love,24,2020,Chinese,7.6,4554
365: Repeat the Year,24,2020,Korean,8.5,446
Wind-Bell,10,2019,Korean,7.2,7316
My Uncanny Destiny,24,2023,Chinese,8.2,1233
Fireworks of My Heart,40,2023,Chinese,8.2,1376
Imaginary Cat,8,2015,Korean,7.4,6485
Dao Kiang Duen,14,2014,Thai,7.5,5647
Saba Doru,12,2012,Japanese,7.0,8340
Araburu Kisetsu no Otomedomo yo,8,2020,Japanese,7.4,6609
11 Nin mo Iru!,9,2011,Japanese,7.6,4481
Views of Love: Grey Rainbow,4,2016,Thai,7.6,4869
Yuttakarn Prab Nang Marn,18,2018,Thai,7.6,5017
Love at Second Sight,24,2023,Chinese,7.1,7901
Love by Chance,14,2018,Thai,7.7,4048
Coffee Ikaga Deshou,8,2021,Japanese,7.6,4624
Sapai Jao,17,2015,Thai,7.8,3280
Full House,16,2004,Korean,7.7,4197
Manhattan Love Story,11,2003,Japanese,7.8,3450
Missing 9,16,2017,Korean,7.3,6811
Kaew Tah Pee,13,2006,Thai,7.4,6271
Queen: Love and War,16,2019,Korean,7.9,2693
DNA Says Love You,12,2022,Taiwanese,7.8,3415
You Are My Exclusive Surprise,14,2023,Chinese,7.4,6612
4 Kinds of House,4,2018,Korean,7.4,6150
Channel wa Sonomama!,5,2019,Japanese,7.6,4715
Legend of Nine Tails Fox,37,2016,Chinese,7.5,5507
Beethoven Virus,18,2008,Korean,7.2,7765
Tomorrow Boy,5,2016,Korean,7.0,8305
Time Teaches Me to Love,24,2018,Chinese,7.6,4990
W,16,2016,Korean,8.5,488
The Devil Judge,16,2021,Korean,8.7,177
Ra Raerng Fai,14,2017,Thai,8.0,2255
Janus no Kagami,8,2019,Japanese,7.3,6987
Flower of Evil,16,2020,Korean,9.1,21
Heavenly Sword and Dragon Slaying Sabre,50,2019,Chinese,8.2,1367
Dr. DMAT,11,2014,Japanese,7.7,3720
Stop! Miss Hua,24,2021,Chinese,7.6,4983
The Legends,56,2019,Chinese,8.2,1148
Doctor Stranger,20,2014,Korean,7.9,2823
The Girl in Blue,32,2010,Chinese,7.4,5987
Love the Way You Are,30,2022,Chinese,7.9,2901
Zhang Gong Zhu Zai Shang,27,2022,Chinese,7.8,3590
Be Arrogant,10,2014,Korean,7.0,8204
I Have Not Done My Best Yet,12,2022,Korean,7.7,3998
Broke Rookie Star,10,2022,Korean,7.3,6715
Gay OK Bangkok,5,2016,Thai,7.3,6670
Possessed,16,2019,Korean,7.3,7203
Listening Snow Tower,56,2019,Chinese,7.9,2854
Here Is My Exclusive Indulge Season 2,37,2022,Chinese,7.7,3872
Kageri Yuku Natsu,5,2015,Japanese,7.7,3875
Graceful Family,16,2019,Korean,8.3,1011
Sweet Spy,20,2005,Korean,7.2,7613
The Little Nyonya,45,2020,Chinese,8.0,2204
Zannen na Otto,10,2015,Japanese,7.4,6290
The Seawave,24,2020,Thai,7.1,8077
Wonderful Days,50,2014,Korean,7.5,5838
D-Day,20,2015,Korean,8.2,1171
You Are So Sweet,24,2020,Chinese,8.0,2242
Ocean Likes Me,8,2022,Korean,6.8,8777
Barb Ayuttitham,14,2021,Thai,7.5,5212
Mirror Twins,8,2019,Japanese,7.4,6232
Lupin no Musume,11,2019,Japanese,7.8,3416
Shinya Shokudo - Tokyo Stories Season 2,10,2019,Japanese,8.1,1621
Love Starts from Marriage Season 2,24,2023,Chinese,7.1,7882
K-POP - The Ultimate Audition,14,2012,Korean,7.0,8407
Star-Crossed Lovers,24,2022,Chinese,7.2,7605
Love of Summer Night,24,2020,Chinese,7.6,4932
Get Karl! Oh Soo Jung,16,2007,Korean,6.8,8779
Tensou Sentai Goseiger,50,2010,Japanese,7.5,5682
Night of Love With You,24,2022,Chinese,8.0,1940
Lucky Seven,10,2012,Japanese,7.6,5070
Kon La Kop Fah,13,2016,Thai,7.5,5783
"It's Okay, Daddy's Girl",17,2010,Korean,7.4,6548
Apple in Your Eye,13,2014,Taiwanese,7.0,8188
Curtain Call,16,2022,Korean,7.7,4022
Falling Into Your Smile,31,2021,Chinese,8.6,302
Lawless Lawyer,16,2018,Korean,8.3,1108
Osozaki no Himawari,10,2012,Japanese,7.9,2404
Trace: Kasouken no Otoko,11,2019,Japanese,7.9,2555
The Good Wife,16,2016,Korean,8.1,1883
Ototo no Otto,3,2018,Japanese,8.1,1713
A Romance of the Little Forest,35,2022,Chinese,8.0,1992
My Lover Is a Mystery,12,2021,Chinese,7.3,6894
Lucky's First Love,24,2019,Chinese,8.1,1583
Follow Saretara Owari,16,2019,Japanese,7.5,5558
Yubikoi: Kimi ni Okuru Message,12,2013,Japanese,7.5,5799
Gokusen,12,2002,Japanese,8.2,1432
A Thousand Goodnights,20,2019,Taiwanese,7.9,2863
Memories of the Alhambra,16,2018,Korean,8.0,2138
The Queen of Attack Season 2,18,2021,Chinese,7.6,4822
Roy Marn,15,2011,Thai,7.3,7118
Magerarenai Onna,10,2010,Japanese,7.4,6165
Unemployed Romance,10,2013,Korean,6.8,8713
Game of Outlaws,19,2021,Thai,7.8,3481
Answer - Keishichou Kenshou Sousakan,9,2012,Japanese,7.5,5725
Anata no Ban Desu - Counterattack,10,2019,Japanese,8.0,2158
Twelve Legends,32,2021,Chinese,7.6,4647
Xuan-Yuan Sword: Han Cloud,58,2017,Chinese,7.5,5384
Afraid Of,3,2019,Korean,7.5,5553
Jao Sao Chapor Kit,27,2015,Thai,7.5,5592
Becoming Witch,12,2022,Korean,7.3,6802
Love Revolution,12,2001,Japanese,7.2,7292
Successful Story of a Bright Girl,16,2002,Korean,7.1,7965
BOSS Season 2,11,2011,Japanese,7.9,2668
Biscuit Teacher and Star Candy,16,2005,Korean,7.4,6412
Kazoku Boshu Shimasu,9,2021,Japanese,7.9,2524
Demon Girl Season 2,20,2016,Chinese,7.4,6614
Kom Faek,14,2018,Thai,7.8,3540
Dokgo Rewind,20,2018,Korean,8.0,2174
Hapimari: Happy Marriage!?,12,2016,Japanese,7.3,6970
Umareru.,10,2011,Japanese,7.5,5702
Let's Eat,16,2013,Korean,7.9,2653
Ngao Asoke,31,2008,Thai,7.5,5929
A Little Thing Called First Love,36,2019,Chinese,8.2,1417
Song Huajai Nee Puea Tur,12,2015,Thai,7.8,3344
An Oriental Odyssey,50,2018,Chinese,7.9,2460
La Cuisine,13,2022,Thai,7.1,8047
To Be a Brave One,36,2022,Chinese,7.6,4729
Light the Night Season 3,8,2022,Taiwanese,7.9,2475
Leh Game Rak,26,2020,Thai,7.5,5542
A Girl Like Me,40,2021,Chinese,8.1,1577
Eagles and Youngster,40,2018,Chinese,8.1,1550
Flowers for My Life,16,2007,Korean,7.6,4493
Flat,8,2017,Korean,7.7,4271
Zettai Reido Season 3,10,2018,Japanese,7.7,3678
Let's Only Walk The Flower Road,8,2017,Korean,7.4,6145
Attic Cat,16,2003,Korean,7.0,8446
Age of Rebellion,15,2018,Taiwanese,7.9,2681
Hakozume: Tatakau! Koban Joshi,9,2021,Japanese,8.1,1587
Nine Kilometers of Love,24,2019,Chinese,7.3,7191
Weak Hero Class 1,8,2022,Korean,9.1,15
Innocent,4,2021,Taiwanese,7.4,6587
"Gomen, Aishiteru",10,2017,Japanese,7.8,3561
Meet Yourself,40,2023,Chinese,8.9,85
Our Skyy 2,16,2023,Thai,7.7,3733
Monthly Magazine Home,16,2021,Korean,7.7,4337
Rental no Koi,10,2017,Japanese,7.0,8227
Only Side by Side with You,40,2018,Chinese,7.6,4531
Gold Mask,100,2022,Korean,7.3,7082
The Wonder Woman,18,2020,Taiwanese,7.7,4032
Yuusha Yoshihiko to Michibikareshi Shichinin,12,2016,Japanese,7.8,3274
Shigatsu no Tokyo wa...,8,2023,Japanese,7.6,4566
Introverted Boss,16,2017,Korean,7.8,3478
Tsumi to Batsu: A Falsified Romance,6,2012,Japanese,7.4,6054
The Palace Season 2: The Lock Pearl Screen,37,2012,Chinese,7.4,6553
Delicious Romance,20,2021,Chinese,8.3,955
Can Love Become Money,20,2012,Korean,7.3,7006
Scarlet Heart Season 2,39,2014,Chinese,6.9,8635
"Oniichan, Gacha",12,2015,Japanese,7.5,5761
Love Actually,34,2012,Chinese,7.0,8235
Our House,9,2016,Japanese,7.6,5153
The Story of Xing Fu,40,2022,Chinese,7.8,3136
Fuyu no Sakura,9,2011,Japanese,7.3,6937
Love Is Fate,42,2019,Chinese,7.2,7417
Loveholic,16,2005,Korean,7.0,8342
Ballad of Seo Dong,55,2005,Korean,7.6,4434
Pan Ruk Pan Rai,15,2013,Thai,7.2,7386
The Endless Love,32,2017,Chinese,7.5,5697
When the Sky Falls,13,2022,Thai,7.8,3253
Roy Leh Marnya,17,2020,Thai,7.7,4359
Kamen Rider Revice,50,2021,Japanese,7.5,5456
Legal High,11,2012,Japanese,8.2,1477
Love All Play,16,2022,Korean,8.4,706
7 Project,7,2021,Thai,6.9,8620
Hope or Dope,10,2022,Korean,7.9,2746
Shinbun Kisha,6,2022,Japanese,7.8,3563
The Silence of the Monster,36,2022,Chinese,7.8,3302
Yonder,6,2022,Korean,7.5,5497
Mermaid Prince,24,2020,Chinese,7.2,7562
The Only Girl You Haven't Seen Season 2,18,2022,Chinese,7.7,4154
Kularb Rai Glai Ruk,11,2011,Thai,7.3,6947
Doctor Lawyer,16,2022,Korean,7.9,2465
Ase to Sekken,9,2022,Japanese,7.4,6137
Doctor X Season 7,10,2021,Japanese,7.9,2539
Mermaid Sauna,8,2018,Taiwanese,7.0,8144
It's Okay to Not Be Okay,16,2020,Korean,8.9,62
Sachiiro no One Room,10,2018,Japanese,7.6,4751
Rumor,8,2019,Korean,7.3,6941
Please Classmate,24,2021,Chinese,8.1,1667
My Best Ex-Boyfriend,42,2015,Chinese,7.5,5712
Club Sapan Fine Season 2,8,2022,Thai,7.2,7364
Secret of Three Kingdoms,54,2018,Chinese,8.2,1497
Twenty Again,16,2015,Korean,8.0,2005
Endless Love,37,2014,Korean,7.2,7691
"I""s",13,2018,Japanese,7.5,5330
Five Fingers,30,2012,Korean,7.4,6139
Goong,24,2006,Korean,7.8,3338
Tantei Gakuen Q,11,2007,Japanese,7.9,2832
Alchemy of Souls Season 2: Light and Shadow,10,2022,Korean,8.9,64
Casting a Spell to You,16,2021,Korean,7.7,4278
Romance Is a Bonus Book,16,2019,Korean,8.2,1501
Ghostderella,4,2019,Korean,6.9,8462
Soundtrack #1,4,2022,Korean,8.4,789
Winter Begonia,49,2020,Chinese,8.6,299
A Piece of Your Mind,12,2020,Korean,8.1,1567
Hannari Girori no Yoriko-san,4,2018,Japanese,7.4,6437
My Golden Life,52,2017,Korean,7.9,2771
"Always Have, Always Will",24,2021,Chinese,7.7,3649
Himitsu,9,2010,Japanese,7.3,7215
Pretty Guardian Sailor Moon,49,2003,Japanese,7.3,6851
New Tales of Gisaeng,52,2011,Korean,7.7,4079
Khun Chai Pawornruj,13,2013,Thai,7.7,3905
Our Shiny Days,24,2019,Chinese,7.6,4704
Psychic Princess Season  2,72,2020,Chinese,7.5,5485
Zero: Ikkaku Senkin Game,10,2018,Japanese,7.5,5327
Orthros no Inu,9,2009,Japanese,7.9,2974
Be With You,72,2015,Taiwanese,7.4,6338
The Big Boss Season 2,18,2017,Chinese,7.9,2435
Pinocchio,20,2014,Korean,8.4,752
Call It What You Want,6,2021,Thai,7.1,7819
"Freeter, Ie o Kau.",10,2010,Japanese,7.8,3411
Love Me Like I Do,18,2023,Chinese,7.7,4235
Crush on You,7,2023,Thai,7.0,8173
The Night of the Comet,16,2019,Chinese,7.6,5091
The Cravings,6,2013,Korean,7.2,7748
Arthdal Chronicles Part 3: The Prelude to All Legends,6,2019,Korean,8.7,201
Double Fantasy,5,2018,Japanese,7.1,7928
Legend of Yun Xi,48,2018,Chinese,8.1,1712
6 From High & Low the Worst,6,2020,Japanese,7.8,3240
Danger of Her,14,2020,Chinese,7.6,4492
Maison de Police,10,2019,Japanese,7.6,4510
Uchuu Sentai Kyuranger,48,2017,Japanese,7.7,4353
