Name,Episodes,Released Year,Language,Rating,Ranking
Bartender,8,2011,Japanese,7.1,8130
The Boy Next Door,15,2017,Korean,8.0,2359
Destiny Seeker,10,2023,Thai,7.6,4911
Beauty of Resilience,36,2023,Chinese,7.4,5979
Mad Dog,16,2017,Korean,8.4,762
One and a Half Summer,27,2014,Chinese,7.4,6384
The Starry Love,40,2023,Chinese,8.6,349
The Sword and the Brocade,45,2021,Chinese,8.3,1045
Lonely Enough to Love,10,2020,Korean,7.2,7291
Kamen Rider Amazons Season 2,13,2017,Japanese,7.4,6390
My Eternal Star,22,2023,Chinese,7.4,6016
The Road: The Tragedy of One,12,2021,Korean,7.3,6825
Love on a Rooftop,101,2015,Korean,7.0,8435
Guardian of the Sea,10,2017,Thai,7.6,4720
Young Sherlock,40,2014,Chinese,7.7,4305
Better Man,60,2016,Taiwanese,7.7,3679
Ku Kaen San Ruk,19,2011,Thai,7.6,4805
The Bride of Habaek,16,2017,Korean,7.4,6418
Octogenarian and the 90s,43,2021,Chinese,8.1,1928
You're My Sky,12,2022,Thai,7.5,5597
The King of Pigs,12,2022,Korean,8.7,230
My Bargain Queen,40,2021,Chinese,7.6,4639
Suki na Hito ga Iru Koto,10,2016,Japanese,8.0,2091
Flower Boy Ramen Shop,16,2011,Korean,7.4,6619
Love Behind the Melody,24,2022,Chinese,7.7,3962
My Love from the Star,21,2013,Korean,8.5,445
My Sassy Psychic,13,2022,Thai,7.8,3460
Step by Step,12,2023,Thai,7.2,7409
Good Old Days,12,2022,Thai,8.0,2275
Love Class,6,2022,Korean,7.2,7561
Stock Struck,12,2022,Korean,7.7,4088
Die Now,20,2017,Chinese,8.0,2122
Enchanté,10,2022,Thai,7.2,7255
Mr. Bad,24,2022,Chinese,8.1,1748
Who Is the Murderer,16,2021,Chinese,7.7,4060
Karei naru Ichizoku,10,2007,Japanese,8.0,1997
The Twin Flower Legend,60,2020,Chinese,7.3,6806
Long Vacation,11,1996,Japanese,8.2,1507
When It's At Night,17,2008,Korean,7.3,6784
Pretty Li Hui Zhen,46,2017,Chinese,7.6,5083
Hospital Playlist,12,2020,Korean,9.1,25
3 Noom Nuer Tong,15,2011,Thai,7.5,5865
Not Others,12,2023,Korean,8.1,1626
Miss Chun Is a Litigator,20,2023,Chinese,7.7,3938
Mimicus,16,2022,Korean,7.7,4283
Sealed with a Kiss,28,2011,Chinese,7.5,5876
Yutori Desu ga Nani ka,10,2016,Japanese,7.8,3374
Girl From Nowhere,13,2018,Thai,8.5,504
A Good Day for the Wind to Blow,173,2010,Korean,7.2,7354
With You,20,2020,Chinese,8.3,1003
Brush Up Life,10,2023,Japanese,8.5,498
Strong Woman Do Bong Soon,16,2017,Korean,8.7,238
Miracle That We Met,18,2018,Korean,8.0,2097
Luead Mungkorn: Krating,10,2015,Thai,7.6,4921
Couple or Trouble,16,2006,Korean,7.5,5796
Hanasaki Mai ga Damattenai,10,2014,Japanese,7.6,4528
The Whirlwind Girl,32,2015,Chinese,7.9,2752
Love Distance,10,2020,Japanese,7.4,5973
Anniversary Anyway,14,2019,Korean,7.5,5866
Fuben na Benriya,12,2015,Japanese,7.7,4046
Unruly Qiao,38,2011,Chinese,7.3,7205
Your Sensibility My Destiny,24,2021,Chinese,7.8,3506
Reset Life,5,2019,Chinese,8.1,1665
Red Balloon,20,2022,Korean,7.4,6383
Tokusou Sentai Dekaranger,50,2004,Japanese,8.0,2116
Poisonous Passion,15,2022,Thai,7.5,5282
Boss & Me,34,2014,Chinese,8.0,1985
Liar Game 2,9,2009,Japanese,8.4,597
#Remolove: Futsuu no Koi wa Jado,10,2020,Japanese,7.9,2989
Memory,16,2016,Korean,8.3,1005
Dear Prince,19,2017,Chinese,7.6,4662
The Cursed,12,2020,Korean,7.8,3057
Kokdu: Season of Deity,16,2023,Korean,7.3,7101
City Hall,20,2009,Korean,7.9,2859
Marry Me,35,2020,Chinese,7.7,4232
Hayako Sensei,9,2016,Japanese,7.4,6133
F4 Thailand: Boys Over Flowers,16,2021,Thai,8.4,600
Hero Season 2,11,2014,Japanese,8.0,2095
Raise de wa Chanto Shimasu Season 3,12,2022,Japanese,7.4,5977
Nihon Chinbotsu: Kibo no Hito,10,2021,Japanese,7.9,2610
Fantastic,16,2016,Korean,7.6,4813
Hello Mr. Gu,30,2021,Chinese,7.8,3604
Symphony's Romance,40,2020,Chinese,8.0,2279
Gudetama: An Eggcellent Adventure,10,2022,Japanese,7.9,2791
Love at First Hate,13,2018,Thai,7.7,3719
Suna no Tou - Shiri Sugita Rinjin,10,2016,Japanese,7.8,3341
Discovery of Romance,16,2014,Korean,7.6,5024
Criminal Minds,20,2017,Korean,7.8,3538
Great Inheritance,17,2006,Korean,7.1,8030
"The Starry Night, the Starry Sea",32,2017,Chinese,7.5,5893
One Sunny Day,10,2014,Korean,7.5,5595
The Murder in Kairoutei,12,2022,Chinese,7.6,5169
U-Prince: The Absolute Economist,4,2016,Thai,7.3,6630
Mountains and Ocean,24,2019,Chinese,7.7,3973
The King and I,63,2007,Korean,7.4,6008
Together with Me,13,2017,Thai,7.8,3229
Let's Eat Season 3,14,2018,Korean,7.7,3747
Hot and Sweet,8,2016,Korean,7.1,7937
Sweet Stranger and Me,16,2016,Korean,7.4,6432
The Woman Who Still Wants to Marry,16,2010,Korean,7.4,6225
Meteor Garden,19,2001,Taiwanese,7.8,3542
TRICK 2,12,2002,Japanese,7.9,2479
You Are My Destiny,178,2008,Korean,7.2,7468
Copycat Killer,10,2023,Taiwanese,8.1,1718
"Meow, the Secret Boy",24,2020,Korean,7.6,5156
Underwear,13,2015,Japanese,7.6,4708
The New World,15,2015,Taiwanese,7.4,6347
Holy Pearl,32,2011,Chinese,7.4,6517
Stained Glass,18,2004,Korean,7.1,8054
The Good Wife,10,2019,Japanese,7.8,3352
Love Is Forbidden Here,22,2022,Chinese,7.1,8090
Cambrian Period,24,2017,Chinese,7.9,2411
While You Were Sleeping,32,2017,Korean,8.7,223
Sm:)e,24,2018,Chinese,7.6,4537
All My Love,210,2010,Korean,7.3,6706
Lies Hidden in My Garden,8,2023,Korean,7.8,3564
Search: WWW,16,2019,Korean,8.3,828
I Will Knock You,12,2022,Thai,7.8,3327
Tientsin Mystic 2,24,2020,Chinese,7.6,4475
Yae no Sakura,50,2013,Japanese,7.9,2509
Magic School,16,2017,Korean,7.1,8118
Akuryo Byoutou,10,2013,Japanese,6.9,8656
Cheo Yong,10,2014,Korean,7.7,4306
Tower of Babel,16,2019,Korean,7.3,6669
Cinderella and the Four Knights,16,2016,Korean,7.8,3463
Go Go Squid 2: Dt. Appledog's Time,38,2021,Chinese,8.1,1860
Eternal Love Rain,24,2020,Chinese,7.6,4366
The Guardians,32,2017,Korean,8.3,1059
Shadow Beauty,13,2021,Korean,8.0,2041
BACK STREET GIRLS - Gokudoruzu,6,2019,Japanese,7.4,6298
Kotaro wa Hitorigurashi,10,2021,Japanese,8.3,991
Shinhannin Flag,10,2021,Japanese,7.7,3891
Should We Kiss First?,40,2018,Korean,7.9,2828
SKY Castle,20,2018,Korean,8.8,144
Hachimitsu to Clover,11,2008,Japanese,6.9,8498
Standing in the Time,38,2019,Chinese,7.2,7589
Love O2O,30,2016,Chinese,8.3,940
Beautiful Rain,12,2012,Japanese,7.9,2532
Let's Eat Season 2,18,2015,Korean,7.9,2686
School 2013,16,2012,Korean,8.2,1310
Phetra Naruemit,17,2023,Thai,7.8,3446
Our Blues,20,2022,Korean,8.7,274
Zettai Kareshi,11,2008,Japanese,7.5,5594
The Psychologist,40,2021,Chinese,7.8,3134
Ms. Cupid in Love,24,2022,Chinese,7.8,3409
Storm Eye,40,2021,Chinese,7.8,3391
Rose Mansion,12,2022,Korean,7.7,4117
Hiru,6,2022,Japanese,7.4,6194
Her Legend,20,2013,Korean,7.0,8224
Love O'Clock,24,2021,Chinese,7.6,5107
Twelve Nights,12,2018,Korean,7.3,6623
Secret Garden,20,2019,Thai,7.5,5601
My Girl,24,2020,Chinese,7.9,2430
Beauty From Heart,45,2021,Chinese,7.5,5787
Youkai Sharehouse,8,2020,Japanese,8.0,2334
On the Way to the Airport,16,2016,Korean,7.7,3867
The Day of Becoming You,26,2021,Chinese,8.5,492
A Female Student Arrives at the Imperial College,30,2021,Chinese,8.0,2357
Royal Family,18,2011,Korean,7.0,8390
Watashitachi no Kyokasho,12,2007,Japanese,7.4,6143
Song Sanaeha,18,2021,Thai,7.2,7353
Seventeen,8,2017,Korean,7.8,3615
Ruyi's Royal Love in the Palace,87,2018,Chinese,8.4,794
Rent a Girlfriend Home for New Year,24,2010,Chinese,7.1,7853
Salon De Nabi,16,2022,Korean,8.3,1128
Eternal Love of Dream,56,2020,Chinese,8.6,377
The Ghost Detective,32,2018,Korean,7.7,3750
Horimiya,7,2021,Japanese,7.9,2632
"Ashita, Mama ga Inai",9,2014,Japanese,8.3,1057
Sassy Beauty,24,2022,Chinese,7.6,4795
Beautiful Days,24,2001,Korean,7.6,5155
The Cupids Series: Sorn Ruk Kammathep,7,2017,Thai,7.8,3055
Lost Days,10,2014,Japanese,6.8,8782
Double Love,24,2022,Chinese,8.0,2277
Destined to Meet You,20,2022,Chinese,7.9,2458
Love Is Sweet,36,2020,Chinese,8.5,551
Kodoku no Gourmet,12,2012,Japanese,7.9,2872
So It's You,26,2022,Chinese,7.6,4889
No Secrets,32,2019,Chinese,7.8,3142
Himitsu Chouhouin Erika,13,2011,Japanese,7.4,6083
Hello Again!,16,2019,Taiwanese,7.7,3701
That Fool,16,2009,Korean,7.6,4719
Return the World to You,58,2019,Chinese,7.5,5459
Save Me Season 2,16,2019,Korean,8.0,2113
The Forbidden Flower,24,2023,Chinese,8.3,866
V.I.P,32,2019,Korean,8.0,2341
The Lost Tomb 2,40,2019,Chinese,8.3,1129
Childhood Sweethearts Pianist,28,2019,Chinese,7.3,7012
Nijiiro Karute,9,2021,Japanese,8.3,879
Huang Shu Da Ren Jie Yuan Ba,24,2022,Chinese,7.4,6154
Debut,23,2018,Chinese,7.6,4432
Once Again,8,2022,Korean,7.7,3960
Sisters-in-Law,100,2017,Korean,7.6,4608
Save Me,16,2017,Korean,8.5,485
Bicheonmu,14,2008,Korean,7.6,5176
Fighter of the  Destiny,52,2017,Chinese,7.6,4363
Big Picture House,12,2020,Korean,7.3,6781
"Bravo, My Life",120,2022,Korean,7.7,4285
Hush,16,2020,Korean,7.5,5687
RH Plus,13,2008,Japanese,6.8,8697
MOZU Season 2: Maboroshi no Tsubasa,5,2014,Japanese,7.6,4812
Jao Sao Chang Yon,30,2018,Thai,7.4,6174
Why Why Love,15,2007,Taiwanese,7.4,6356
Knock on the Happiness Door,44,2020,Chinese,7.3,6923
The Letter from the Cloud,26,2022,Chinese,7.7,4005
Koi wa Tsuzuku yo Doko Made mo,10,2020,Japanese,8.4,615
Hikonin Sentai Akibaranger Season Tsuu,13,2013,Japanese,7.5,5455
S.C.I,24,2018,Chinese,8.3,1052
My Assassin Girlfriend,24,2018,Chinese,7.4,6331
Engine Sentai Go-Onger,50,2008,Japanese,7.5,5655
The Master of Revenge,20,2016,Korean,7.5,5703
Project S: Side by Side,8,2017,Thai,8.4,658
Ultraman Geed,25,2017,Japanese,7.9,2718
A Dream of Splendor,40,2022,Chinese,8.5,582
Love Kome no Okite: Kojirase Joshi to Toshishita Danshi,12,2021,Japanese,7.5,5377
Who Are You,16,2013,Korean,7.6,4459
"Link: Eat, Love, Kill",16,2022,Korean,8.1,1742
Secret Investigation Record,12,2010,Korean,7.5,5281
The Tuxedo,8,2022,Thai,7.0,8365
The Best Partner,42,2019,Chinese,7.6,4548
The Cupids Series: Loob Korn Kammathep,7,2017,Thai,7.7,4033
Story of Yanxi Palace,70,2018,Chinese,8.8,158
Ace Troops,40,2021,Chinese,8.0,2293
So I Married an Anti-Fan,16,2021,Korean,8.0,2314
The Debut,13,2021,Thai,7.8,3044
Just Spoil You,20,2023,Chinese,7.2,7730
Phantom School,8,2022,Korean,7.2,7498
Tribes and Empires: Storm of Prophecy,75,2017,Chinese,7.8,3195
I Love You,16,2008,Korean,7.1,7832
Scripting Your Destiny,10,2021,Korean,7.9,2644
Kakegurui Season 2,5,2019,Japanese,7.9,2617
Miss Rose,23,2012,Taiwanese,7.2,7322
First Love: Hatsukoi,9,2022,Japanese,8.7,198
Me Always You,24,2021,Thai,7.5,5315
Love Designer,45,2020,Chinese,7.8,3071
Itoshi no Nina,8,2020,Japanese,7.1,8009
"Shiro demo Kuro demonai Sekai de, Panda wa Warau",10,2020,Japanese,7.6,4668
My Queen,21,2009,Taiwanese,7.5,5402
Stairway to Stardom,50,2017,Chinese,7.5,5194
Alice,16,2020,Korean,7.4,6539
Use for My Talent,24,2021,Chinese,7.7,3657
Youth,26,2018,Chinese,7.9,2498
Yes! Mr. Fashion,28,2016,Chinese,7.3,7081
Porn Prom Onlaweng,15,2013,Thai,7.5,5894
Rich Family's Son,100,2018,Korean,7.5,5751
Obsessed with Heart,11,2018,Chinese,7.6,4542
TharnType Season 2: 7 Years of Love,12,2020,Thai,7.6,4747
Anata ga Shitekurenakute mo,11,2023,Japanese,7.2,7758
The King of the Desert,6,2022,Korean,7.3,7135
Kishibe Rohan wa Ugokanai,3,2020,Japanese,8.0,2021
Unintentional Love Story,10,2023,Korean,7.8,3329
Konin Todoke ni Han wo Oshita dake desu ga,10,2021,Japanese,7.5,5247
You Are Desire,30,2023,Chinese,7.9,2833
Scent of a Woman,16,2011,Korean,8.0,1988
Watashi ga Renai Dekinai Riyuu,10,2011,Japanese,7.5,5324
Radiant Office,16,2017,Korean,7.5,5462
"The King's Daughter, Soo Baek Hyang",108,2013,Korean,8.2,1352
Happy Birthday,13,2018,Thai,8.4,601
Sword Dynasty,34,2019,Chinese,7.7,3840
"Maybe, Maybe Not",8,2019,Korean,7.5,5663
Slow Dance,11,2005,Japanese,7.3,6848
Youth Unprescribed,24,2020,Chinese,7.6,5019
Junkyouju Takatsuki Akira no Suisatsu,8,2021,Japanese,8.2,1328
Secret Love Affair,16,2014,Korean,7.7,3762
Golden Pouch,122,2016,Korean,7.6,4764
Court Lady,55,2021,Chinese,8.0,2310
Kotaki Kyodai to Shikuhakku,12,2020,Japanese,8.0,2038
Moonlight,36,2021,Chinese,8.3,878
My Fair Lady,16,2009,Korean,7.2,7703
Gakeppuchi Hotel,10,2018,Japanese,7.5,5619
Nine Tailed Fox,16,2004,Korean,6.9,8589
Legend of Lin Ye,34,2023,Chinese,7.6,4597
Schemes of a Beauty,40,2010,Chinese,7.8,3276
Please Feel at Ease Mr. Ling,24,2021,Chinese,8.0,2192
Pretty Guardian of the City,26,2022,Chinese,7.4,6590
Blackout,8,2021,Thai,7.9,2762
Love with Flaws,32,2019,Korean,7.7,4013
IN-SEOUL,15,2019,Korean,7.6,4584
Iron Ladies,13,2018,Taiwanese,7.7,4153
Fiancee,20,2013,Chinese,7.2,7335
The Golden Spoon,16,2022,Korean,8.0,2001
"Please Come Back, Mister",16,2016,Korean,7.9,2454
Mama,24,2014,Korean,8.2,1419
Til Death Do Us Part,7,2019,Taiwanese,7.1,7995
Her Private Life,16,2019,Korean,8.4,800
Twenty-Twenty,20,2020,Korean,8.0,2238
Ultraman Orb,25,2016,Japanese,7.9,2899
Confess Your Love,24,2023,Chinese,7.7,4313
My Dearest,24,2023,Chinese,7.4,6582
Detective Samoyeds,24,2017,Chinese,7.8,3289
Love In Han Yuan,46,2018,Chinese,7.6,4484
My Dear Boy,20,2017,Taiwanese,7.6,4754
Glass Mask,122,2012,Korean,7.1,8117
Master Devil Do Not Kiss Me Season 2,23,2017,Chinese,7.5,5427
Chinese Paladin Season 3,37,2009,Chinese,8.0,2367
Fai Lang Fai,14,2015,Thai,7.5,5522
Koe Koi,12,2016,Japanese,7.3,6673
Queen of Reversals,31,2010,Korean,7.4,6586
Strawberry on the Shortcake,10,2001,Japanese,7.2,7515
Before We Get Married,13,2019,Taiwanese,8.0,1953
Monstar,12,2013,Korean,7.2,7252
Dirty Laundry,6,2023,Thai,7.7,4249
All the Liquors,8,2023,Korean,7.2,7594
The 3rd Ward,20,2012,Korean,7.5,5390
My Girl,20,2018,Thai,7.5,5419
She Is Beautiful,40,2018,Chinese,7.6,5047
The Crush,12,2020,Chinese,7.2,7436
Boy for Rent,12,2019,Thai,7.5,5483
Please Find Her,14,2017,Korean,7.0,8359
Kuro  no Onna Kyoushi,10,2012,Japanese,7.3,6798
My Wife’s Having an Affair This Week,12,2016,Korean,7.8,3060
The Moment Since,5,2020,Thai,7.2,7639
Yi San,77,2007,Korean,8.1,1849
Mob Psycho 100,12,2018,Japanese,7.3,6704
Home School,18,2023,Thai,8.3,1047
Face Off,42,2017,Chinese,7.5,5465
The School Nurse Files,6,2020,Korean,7.2,7317
The Devil Punisher,20,2020,Taiwanese,7.4,6091
Nakark Kaew,23,2018,Thai,7.8,3182
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,10,2017,Japanese,7.8,3277
Algernon ni Hanataba wo,10,2015,Japanese,8.1,1830
Lovely Horribly,32,2018,Korean,7.0,8199
Sao Chai Hi-Tech,22,2010,Thai,7.4,6315
The Virtuous Queen of Han,47,2014,Chinese,7.6,4424
Double,10,2022,Japanese,8.0,2135
Career,10,2016,Japanese,7.6,4785
Rookie Historian Goo Hae Ryung,40,2019,Korean,8.2,1209
"3 Nen A Gumi: Ima kara Mina-san wa, Hitojichi Desu",10,2019,Japanese,8.6,290
Snow Lover,24,2021,Chinese,7.2,7254
Sweet Revenge Season 2,32,2018,Korean,7.8,3339
Eroi Kareshi ga Watashi wo Madowasu,8,2021,Japanese,6.9,8603
The Eccentric Daughter-in-Law,12,2015,Korean,7.3,7180
Choco Milk Shake,11,2022,Korean,7.4,6148
Motokare Retry,8,2022,Japanese,7.1,8041
Romance in the Rain,49,2001,Chinese,7.9,2455
Kor Kerd Mai Klai Klai Ter,13,2020,Thai,7.6,4863
Sengyou Shufu Tantei ~Watashi wa Shadow,9,2011,Japanese,7.4,6155
Yumi's Cells Season 2,14,2022,Korean,8.3,849
Just One Bite Season 2,10,2019,Korean,7.9,2510
Kuzu no Honkai,12,2017,Japanese,7.0,8337
Taxi Driver Season 2,16,2023,Korean,8.9,92
Love Story of Court Enemies,25,2020,Chinese,7.6,4992
Pachinko,8,2022,Korean,8.4,696
I Cannot Hug You,16,2017,Chinese,7.5,5609
Good Doctor,20,2013,Korean,8.3,881
Campus Ace,24,2022,Chinese,7.3,6662
Teddy Go!,4,2015,Japanese,7.0,8263
Joseon Exorcist,2,2021,Korean,7.9,2670
Bakayarou no Kiss,5,2022,Japanese,6.9,8632
My Bubble Tea,13,2020,Thai,7.5,5335
The King's Face,23,2014,Korean,7.5,5539
Kindaichi Shonen no Jikenbo 2,9,1996,Japanese,7.9,2967
Only Kiss Without Love,24,2018,Chinese,7.1,8036
Yorozu Uranaidokoro Onmyoya e Yokoso,11,2013,Japanese,7.7,4281
"Not Alright, But It's Alright",10,2018,Korean,7.8,3621
Wake Up Ladies Season 2: Very Complicated,10,2020,Thai,7.6,5144
Room of King,9,2008,Japanese,6.9,8601
"Haikei, Chichiue-sama",11,2007,Japanese,7.6,5043
All About My Romance,16,2013,Korean,7.6,5126
The Four,48,2015,Chinese,7.8,3457
More and More Loves You Season 2,30,2021,Chinese,6.9,8554
Gochisosan,150,2013,Japanese,8.0,2160
Dr. Romantic Season 3,16,2023,Korean,9.0,49
The Autumn Ballad,34,2022,Chinese,8.0,2068
To.Two,8,2021,Korean,7.6,4409
A Business Proposal,12,2022,Korean,8.7,244
Crime Puzzle,10,2021,Korean,7.6,4974
Something in the Rain,16,2018,Korean,7.9,2382
Ganbatte Ikimasshoi,10,2005,Japanese,7.0,8424
Love at 7-11,8,2019,Thai,6.8,8672
Mahou no Rinobe,10,2022,Japanese,7.7,3944
99.9: Keiji Senmon Bengoshi,10,2016,Japanese,8.3,983
Cinderella Formula,8,2016,Japanese,7.8,3534
Longing for Spring,4,2014,Korean,7.3,7154
Remembrance of Things Past,12,2021,Chinese,8.5,467
Scandal Senmon Bengoshi QUEEN,10,2019,Japanese,7.7,4070
Rich Man,16,2018,Korean,7.3,7044
Little Mom Scandal Season 2,8,2008,Korean,7.4,6474
Duang Jai Nai Montra,16,2021,Thai,7.7,4027
Seijo,7,2014,Japanese,7.2,7329
Nobleman Ryu's Wedding,8,2021,Korean,7.1,7948
The Legend of Zu,56,2015,Chinese,7.6,4564
Yoo Na's Street,50,2014,Korean,7.7,4044
The Spirit of the Ruler,10,2017,Thai,7.8,3648
ReminderS,3,2019,Thai,7.2,7670
Ouran High School Host Club,11,2011,Japanese,7.4,6121
My Only One,106,2018,Korean,7.6,4752
Hanako to Anne,156,2014,Japanese,8.1,1815
The Romance of Tiger and Rose,24,2020,Chinese,8.6,367
SHARK,12,2014,Japanese,7.3,6664
Thai Cave Rescue,6,2022,Thai,8.7,192
The Man in the Mask,16,2015,Korean,7.0,8442
Zenkai Girl,11,2011,Japanese,7.6,4834
Kamen Rider Build,49,2017,Japanese,8.3,942
Abyss,16,2019,Korean,7.8,3040
Part Time,26,2016,Thai,7.2,7751
Syndrome,20,2012,Korean,7.2,7393
Assistant of Superstar,24,2022,Chinese,7.6,4373
While You Were Sleeping,120,2011,Korean,7.7,3941
Word of Honor,36,2021,Chinese,8.6,378
The Oath of Love,32,2022,Chinese,8.3,920
Water Boys 2,12,2004,Japanese,7.4,6089
The Last Cop,5,2015,Japanese,7.6,4433
Little Mom Scandal,8,2008,Korean,7.3,7048
Deep in My Heart,28,2019,Chinese,7.8,3487
Hanawake no Yon Shimai,11,2011,Japanese,7.1,8016
Decoded,44,2016,Chinese,7.9,2767
The Crowned Clown,16,2019,Korean,8.4,724
Falling for You,24,2023,Chinese,7.1,7988
Wong Wien Hua Jai,18,2021,Thai,7.4,5981
The Story of Ming Lan,78,2018,Chinese,8.8,115
My Secret Hotel,16,2014,Korean,7.3,7009
Kanojo wa Uso wo Aishisugiteru - Sidestory,10,2013,Japanese,7.9,2613
Banana Actually,8,2015,Korean,7.4,6049
Black Knight: The Man Who Guards Me,20,2017,Korean,7.1,7806
Uncle Cool,12,2021,Chinese,7.3,6654
Miss Pilot,11,2013,Japanese,7.6,4796
Babysitter,4,2016,Korean,7.4,6260
Salamander Guru and the Gang,10,2012,Korean,6.9,8630
Remember 15,12,2022,Thai,7.3,7036
The Prince of Tennis,42,2019,Chinese,8.5,484
Toshi Densetsu no Onna,9,2012,Japanese,7.2,7435
Tokyo Dokushin Danshi,8,2019,Japanese,7.6,4445
Miss Sherlock,8,2018,Japanese,8.0,2092
Part-Time Idol,5,2017,Korean,7.4,6370
Shine or Go Crazy,24,2015,Korean,7.7,4111
You Make Me Dance,8,2021,Korean,7.8,3272
Murphy's Law of Love,19,2015,Taiwanese,7.7,4330
Dakara Watashi wa Oshimashita,8,2019,Japanese,8.0,2151
My Poseidon,34,2019,Chinese,7.6,4815
Adamas,16,2022,Korean,7.7,4267
My Runway,6,2016,Korean,7.2,7694
Love Crossed,36,2021,Chinese,8.1,1932
My Romantic Some Recipe,6,2016,Korean,7.6,4672
A Tale of Thousand Stars,10,2021,Thai,8.5,444
Afterlife of Love and Revenge,24,2022,Chinese,7.2,7607
Secret Crush on You,14,2022,Thai,7.3,6626
The Slave Hunters,24,2010,Korean,8.0,2069
My Sassy Deskmate Season 2,12,2020,Chinese,7.4,6305
The World That They Live In,16,2008,Korean,7.3,6853
Koi wa Ameagari no You ni: Pocket no Naka no Negaigoto,4,2018,Japanese,7.4,6239
High Society,16,2015,Korean,7.3,7198
Seal of Love,24,2022,Chinese,7.7,3746
Sherlock: The Untold Stories,11,2019,Japanese,8.0,2209
Senior Secret Love: My Lil Boy,6,2016,Thai,7.3,6963
The First Responders Season 2,12,2023,Korean,8.3,1103
Doctor X Season 4,11,2016,Japanese,8.2,1290
Ogon no Buta,9,2010,Japanese,7.4,6581
Reunion: The Sound of the Providence Season 2,30,2020,Chinese,8.5,462
About Love,4,2014,Korean,7.4,6153
And the Winner Is Love,48,2020,Chinese,7.6,4415
Dark Blue Kiss,12,2019,Thai,7.9,2450
Raak Boon,11,2012,Thai,7.6,4519
High Kick Through the Roof!,126,2009,Korean,7.9,2743
Singles Villa,24,2015,Chinese,7.2,7374
Pledge of Allegiance,24,2023,Chinese,7.7,4008
Nice Flight!,8,2022,Japanese,7.8,3214
Shojiki Fudosan,10,2022,Japanese,7.6,4850
Brown Sugar Macchiato,13,2007,Taiwanese,6.8,8790
Fragrance of the First Flower,6,2021,Taiwanese,7.4,6475
Kamen Rider Agito,51,2001,Japanese,7.8,3209
Big Bet Season 2,8,2023,Korean,7.6,4441
The Gifted Graduation,13,2020,Thai,8.3,954
Level Up,12,2019,Korean,7.3,6896
Golden Cross,20,2014,Korean,7.3,7177
Vengeance of the Bride,102,2022,Korean,7.3,6946
Unstoppable High Kick,167,2006,Korean,8.2,1439
The Uncanny Counter Season 2: Counter Punch,12,2023,Korean,8.4,621
Bijo to Danshi,20,2015,Japanese,7.5,5418
2 Moons 2,12,2019,Thai,7.6,5120
Tokyo Friends,5,2005,Japanese,7.0,8165
Tsubasa no Oreta Tenshitachi,4,2006,Japanese,7.3,7030
Shinai naru Boku e Satsui wo Komete,9,2022,Japanese,7.8,3188
Unattackable Women,18,2021,Chinese,7.4,5962
Real Clothes,11,2009,Japanese,7.3,7031
Forget You Remember Love,38,2020,Chinese,7.6,4683
Joker Yurusarezaru Sousakan,10,2010,Japanese,7.7,4175
I Won't Get Bullied By Girls,24,2018,Chinese,7.2,7344
Saiai,10,2021,Japanese,8.3,1066
"Me too, Flower!",15,2011,Korean,7.5,5573
Shinigami-kun,9,2014,Japanese,7.6,4443
Moon Embracing the Sun,20,2012,Korean,8.4,681
"Green Forest, My Home",15,2005,Taiwanese,7.3,6766
Real School,40,2011,Korean,7.3,7211
Pumpkin Time,10,2021,Korean,7.6,4508
Fated to Love You,30,2023,Chinese,7.4,6465
TRICK 3,10,2003,Japanese,8.0,2196
Kamen Rider Amazons,13,2016,Japanese,7.9,2818
Sketch,16,2018,Korean,7.7,3800
My Queen,24,2021,Chinese,7.6,4571
Kamen Rider Wizard,53,2012,Japanese,7.3,6714
Sweet 18,16,2004,Korean,7.5,5914
Dansui!,8,2017,Japanese,7.1,7809
30-sai made Dotei Da to Mahotsukai ni Nareru rashii,12,2020,Japanese,8.2,1401
Ossan's Love: In the Sky,8,2019,Japanese,7.4,6226
Ti Amo Chocolate,80,2012,Taiwanese,7.3,6788
My Dangerous Wife,16,2020,Korean,7.8,3238
Mary Stayed Out All Night,16,2010,Korean,7.1,7930
New Life Begins,40,2022,Chinese,8.7,256
Legend of Awakening,48,2020,Chinese,7.7,3899
Mutsu: Mieru Me,10,2015,Japanese,7.5,5644
Kamen Rider Kuuga,49,2000,Japanese,8.0,1981
The Love by Hypnotic,36,2019,Chinese,7.9,2422
Tokyo Seimenjo,6,2021,Japanese,7.5,5560
Love Script,24,2020,Chinese,7.8,3009
Do Dream,5,2018,Korean,7.0,8437
So Wayree,15,2020,Thai,7.6,4735
The New Employee,7,2022,Korean,7.4,6481
Sapuri,11,2006,Japanese,7.0,8416
Love Poison 2,8,2021,Thai,7.0,8225
Danger Zone Season 2: The Silver Lining,12,2021,Taiwanese,8.0,2022
35sai no Shoujo,10,2020,Japanese,7.8,3449
Falling in Love,12,2021,Chinese,7.4,6589
"It's Not That I Can't Marry, But I Don't Want To",10,2016,Japanese,7.4,6246
Truth,32,2021,Chinese,7.9,2952
Green Rose,22,2005,Korean,7.3,7132
Something in My Room,10,2022,Thai,7.6,4954
Love of Aurora,59,2017,Chinese,7.3,7064
Down With Love,16,2010,Taiwanese,7.6,4574
Himitsu no Hanazono,11,2007,Japanese,7.2,7658
